onset	duration	trial_type	value	sample
1840.6570000000002	3.0	2Back_block2	3	16289
1843.595	3.0	2Back_block2	3	16315
1846.759	3.0	2Back_block2	3	16343
1849.8100000000002	3.0	2Back_block2	3	16370
1852.861	3.0	2Back_block2	3	16397
1855.912	3.0	2Back_block2	3	16424
1858.9630000000002	3.0	2Back_block2	3	16451
1861.901	3.0	2Back_block2	3	16477
1864.952	3.0	2Back_block2	3	16504
1868.0030000000002	3.0	2Back_block2	3	16531
1871.054	3.0	2Back_block2	3	16558
1873.9920000000002	3.0	2Back_block2	3	16584
1876.93	3.0	2Back_block2	3	16610
1880.094	3.0	2Back_block2	3	16638
1883.1450000000002	3.0	2Back_block2	3	16665
1886.1960000000001	3.0	2Back_block2	3	16692
1889.134	3.0	2Back_block2	3	16718
1892.0720000000001	3.0	2Back_block2	3	16744
1895.123	3.0	2Back_block2	3	16771
1898.0610000000001	3.0	2Back_block2	3	16797
1901.112	3.0	2Back_block2	3	16824
1904.0500000000002	3.0	2Back_block2	3	16850
1906.988	3.0	2Back_block2	3	16876
1910.039	3.0	2Back_block2	3	16903
1912.977	3.0	2Back_block2	3	16929
1916.028	3.0	2Back_block2	3	16956
1919.0790000000002	3.0	2Back_block2	3	16983
1922.017	3.0	2Back_block2	3	17009
1925.0680000000002	3.0	2Back_block2	3	17036
1928.006	3.0	2Back_block2	3	17062
1931.057	3.0	2Back_block2	3	17089
1934.1080000000002	3.0	2Back_block2	3	17116
2001.343	3.0	2Back_block3	4	17711
2004.2810000000002	3.0	2Back_block3	4	17737
2007.332	3.0	2Back_block3	4	17764
2010.383	3.0	2Back_block3	4	17791
2013.3210000000001	3.0	2Back_block3	4	17817
2016.372	3.0	2Back_block3	4	17844
2019.423	3.0	2Back_block3	4	17871
2022.4740000000002	3.0	2Back_block3	4	17898
2025.412	3.0	2Back_block3	4	17924
2028.4630000000002	3.0	2Back_block3	4	17951
2031.5140000000001	3.0	2Back_block3	4	17978
2034.565	3.0	2Back_block3	4	18005
2037.6160000000002	3.0	2Back_block3	4	18032
2040.6670000000001	3.0	2Back_block3	4	18059
2043.605	3.0	2Back_block3	4	18085
2046.5430000000001	3.0	2Back_block3	4	18111
2049.594	3.0	2Back_block3	4	18138
2052.645	3.0	2Back_block3	4	18165
2055.583	3.0	2Back_block3	4	18191
2058.521	3.0	2Back_block3	4	18217
2061.572	3.0	2Back_block3	4	18244
2064.51	3.0	2Back_block3	4	18270
2067.4480000000003	3.0	2Back_block3	4	18296
2070.4990000000003	3.0	2Back_block3	4	18323
2073.55	3.0	2Back_block3	4	18350
2076.4880000000003	3.0	2Back_block3	4	18376
2079.539	3.0	2Back_block3	4	18403
2082.4770000000003	3.0	2Back_block3	4	18429
2085.5280000000002	3.0	2Back_block3	4	18456
2088.579	3.0	2Back_block3	4	18483
2091.5170000000003	3.0	2Back_block3	4	18509
2094.568	3.0	2Back_block3	4	18536
2097.619	3.0	2Back_block3	4	18563
2100.67	3.0	2Back_block3	4	18590
2103.721	3.0	2Back_block3	4	18617
2106.772	3.0	2Back_block3	4	18644
2109.71	3.0	2Back_block3	4	18670
2112.761	3.0	2Back_block3	4	18697
2115.812	3.0	2Back_block3	4	18724
2118.75	3.0	2Back_block3	4	18750
2121.801	3.0	2Back_block3	4	18777
2124.739	3.0	2Back_block3	4	18803
2127.79	3.0	2Back_block3	4	18830
2130.728	3.0	2Back_block3	4	18856
2133.779	3.0	2Back_block3	4	18883
2136.717	3.0	2Back_block3	4	18909
2139.655	3.0	2Back_block3	4	18935
2142.706	3.0	2Back_block3	4	18962
2145.757	3.0	2Back_block3	4	18989
2148.695	3.0	2Back_block3	4	19015
2151.746	3.0	2Back_block3	4	19042
2154.797	3.0	2Back_block3	4	19069
2157.735	3.0	2Back_block3	4	19095
2160.786	3.0	2Back_block3	4	19122
2163.837	3.0	2Back_block3	4	19149
2166.888	3.0	2Back_block3	4	19176
2169.9390000000003	3.0	2Back_block3	4	19203
2172.9900000000002	3.0	2Back_block3	4	19230
